,specimen_ID,cre,excitation,has_reset_rules,tau,ri,vrest,threshold_i_long_square,threshold_v_long_square,peak_v_long_square,fast_trough_v_long_square,trough_v_long_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_short_square,sag,avg_isi,f_i_curve_slope,latency,adaptation,max_burstiness_across_sweeps
0,489719193,Pvalb-IRES-Cre,inhibitory,True,5.73027691121,51.250115037,-76.4303894043,540.0,-39.5,24.5937519073,-66.2500076294,-66.3125076294,1.13903995124,1.16432221185,0.0361715331674,,1.14273764259,0.006115,,0.0
1,518271679,Scnn1a-Tg2-Cre,excitatory,True,19.0040971369,143.593862653,-77.3134155273,100.0,-38.3437538147,35.4375038147,-47.0937538147,-57.5625038147,3.41154972402,3.40575927199,0.0808621942997,78.1066666667,0.168602370471,0.05536,0.0269213212558,0.207792208
2,481004298,Htr3a-Cre_NO152,inhibitory,True,8.80442842566,132.812693715,-75.2428283691,310.0,-35.90625,15.5000009537,-49.5937538147,-51.0625038147,3.13052273774,2.44980269198,0.0285200737417,80.5479166667,0.18920644146,0.029075,-0.0144716843101,0.0
3,569469018,Chrna2-Cre_OE25,inhibitory,True,33.0468695413,402.764409781,-73.0341339111,50.0,-35.3125,43.6875038147,-46.8125,-55.6875038147,3.43061702705,3.38282987251,0.154761508107,92.848,0.184774066798,0.03838,0.0528032087226,0.0
4,314900022,Scnn1a-Tg3-Cre,excitatory,True,26.0993637697,267.96874404,-73.1547622681,50.0,-41.6562538147,26.84375,-50.7500038147,-51.6875,2.6286820771,2.86289173495,0.162377104163,49.5855263158,0.205737704918,0.021885,0.0297156416156,0.238526342
5,476178907,Scnn1a-Tg3-Cre,excitatory,True,25.693978805,244.375005364,-70.5972824097,70.0,-38.3125038147,45.875,-48.90625,-56.0,3.72175347457,3.95179656809,0.0143414670601,99.434,0.127029369383,0.03375,0.151628667332,0.0
6,485058595,Sst-IRES-Cre,inhibitory,True,31.994060852,353.571385145,-67.0185165405,50.0,-42.28125,17.5625019073,-57.6250038147,-57.7187538147,1.7695399557,1.70998530851,0.13890376687,44.0573809524,0.429090909091,0.0283,0.0132842671833,0.0
7,501730497,Sst-IRES-Cre,inhibitory,True,37.2623553598,259.218871593,-66.9698791504,50.0,-43.8437538147,29.8125019073,-59.65625,-59.7812538147,2.15352395132,2.3265251738,0.204253703356,47.196,0.336151079137,0.02868,0.0319736718433,0.0
8,564346637,Ndnf-IRES2-dgCre,inhibitory,True,25.9780140442,283.437490463,-62.6981468201,50.0,-38.28125,26.7812519073,-60.8750038147,-60.9687538147,1.48018110816,1.61371478585,0.0736826658249,20.16,0.6658,0.01342,,0.0
9,555060623,Chrna2-Cre_OE25,inhibitory,True,29.3872915644,320.468693972,-61.775352478,50.0,-32.9687538147,25.25,-45.0312538147,-49.7500038147,2.66891142694,2.70366396803,0.0631639063358,121.9,0.252464788732,0.02302,0.0687944492267,0.176014109
10,501280518,Sst-IRES-Cre,inhibitory,True,10.4043408288,153.281241655,-70.6198348999,90.0,-47.7187538147,18.1875,-60.5625038147,-60.7187538147,1.94111850527,1.88929883586,0.0320168957114,140.15,0.174330357143,0.01648,0.251061542371,0.0
11,479150681,Rbp4-Cre_KL100,excitatory,True,24.8947147944,237.6562953,-75.7492904663,60.0000038147,-42.28125,27.5312519073,-47.5000038147,-54.3437538147,2.4694016135,3.03803728924,0.113893173635,45.90425,0.282712785763,0.046195,0.05003935968,0.824351297
12,386049446,Nr5a1-Cre,excitatory,True,12.7026528309,123.281359673,-85.1570739746,110.0,-45.28125,33.15625,-53.03125,-59.09375,3.52442479462,3.54903700403,0.0316939763725,90.26,0.172321437682,0.04582,0.0450018072272,0.488841765
13,483091812,Rorb-IRES2-Cre-D,excitatory,True,46.5714514051,365.000069141,-76.1378860474,50.0,-37.7812538147,24.6562519073,-44.6250038147,-49.5937538147,2.99479341854,2.94168577063,0.143308147788,89.79125,0.135984851449,0.051915,0.193661454698,0.324287896
14,485339983,Ntsr1-Cre_GN220,excitatory,True,14.2321915753,165.625080466,-75.5698242188,110.0,-38.03125,47.21875,-50.0625038147,-54.3437538147,3.0888827934,3.44103263923,0.151450797915,65.57,0.149909428297,0.0325,,0.227185073
15,485577686,Rbp4-Cre_KL100,excitatory,True,19.962453649,82.4553444982,-76.0950698853,209.999984741,-36.2500038147,36.3125,-46.7812538147,-52.71875,3.78140148581,4.14968145244,0.0686581209302,119.13,0.0560643479768,0.057985,0.30109963905,0.0
16,581058864,Nkx2-1-CreERT2,inhibitory,True,6.71802649633,142.499998212,-59.7569160461,130.0,-34.28125,16.0,-45.4062538147,-46.5625038147,2.61677480871,2.77789741122,0.00815309025347,42.6133333333,0.239977490097,0.59416,-0.0016524806906,0.0
17,482654108,Htr3a-Cre_NO152,inhibitory,True,9.90858359512,111.250042915,-69.9955673218,240.000015259,-42.1562538147,30.6875019073,-51.3125038147,-51.6875,2.47020099153,2.4886586193,0.0448888465762,17.415,0.0421951613704,0.00891,,0.0
18,485932822,Cux2-CreERT2,excitatory,True,15.5799676396,136.406332254,-80.1997756958,170.0,-36.4062538147,29.0000019073,-51.7500038147,-56.4062538147,2.19353123726,3.16264146883,0.0191581454128,32.505,0.156250002493,0.029005,,0.189873418
19,561520050,Nkx2-1-CreERT2,inhibitory,True,10.3204092612,210.937425494,-67.0247116089,100.0,-33.03125,37.1250038147,-52.0,-56.625,3.95010014406,2.90097009749,0.0435485690832,47.534,0.234892553848,0.03686,-0.00343049770532,0.0
20,513879001,Scnn1a-Tg3-Cre,excitatory,True,24.3841225906,139.543265104,-67.8305053711,130.0,-34.9687538147,27.3750019073,-49.9062538147,-54.2187538147,4.07653039898,3.774782498,0.0414347499609,104.32,0.0961538496472,0.0544,0.0587541872663,0.0
21,567029686,Nkx2-1-CreERT2,inhibitory,True,18.1549428352,246.874988079,-60.2238769531,50.0,-37.09375,1.81250011921,-51.7187538147,-52.6250038147,1.85567921079,1.986214757,0.0350371226668,31.2,0.551538461538,0.01816,0.0519230769231,0.0
22,580895033,Chrna2-Cre_OE25,inhibitory,True,7.47158785539,174.062415957,-72.5561828613,100.0,-37.9375038147,28.4062519073,-66.4375076294,-66.5,1.29991446121,1.41633812205,0.0385871380568,12.7727272727,1.14838061795,0.01074,0.00126639608331,0.0
23,570010469,Chrna2-Cre_OE25,inhibitory,True,23.8819259992,182.656213641,-77.9012298584,70.0,-42.4687538147,31.6250019073,-60.8125038147,-60.8750038147,2.03066374192,2.20316752225,0.0680871158838,80.4844444444,0.219708502024,0.05426,0.0630446943136,0.0
24,577218818,Chat-IRES-Cre-neo,inhibitory,True,7.83915055974,133.214190602,-75.3700561523,190.0,-45.8437538147,38.0000038147,-52.4375038147,-52.4687538147,2.46033163227,2.40655405439,0.0375020354986,,0.0161211132612,0.00806,,0.0
25,469800845,Scnn1a-Tg3-Cre,excitatory,True,20.2351468197,151.093795896,-73.7776107788,70.0,-32.5937538147,36.625,-41.46875,-53.0625038147,3.34308573334,3.30677019094,0.0657483264804,100.118125,0.150351705904,0.074265,0.0398470683757,0.0
26,327648537,Htr3a-Cre_NO152,inhibitory,True,6.89857550871,61.5624599159,-80.8448028564,350.0,-35.8437538147,19.90625,-54.9062538147,-56.46875,3.69412993885,2.12020705487,0.0321450121701,94.7677777778,0.170311867136,0.090435,-0.0252933361032,0.230367544
27,501562903,Ntsr1-Cre_GN220,excitatory,True,14.0547357351,137.544646859,-71.6495666504,270.0,-30.5312519073,35.40625,-43.2812538147,-43.375,2.61520872505,2.81361436235,0.132470294833,139.458,0.168630573248,0.024655,0.188154310954,0.354753852
28,512322162,Ctgf-2A-dgCre,excitatory,True,18.7585611336,150.468826294,-74.7002639771,110.0,-43.9062538147,35.34375,-50.71875,-58.4062538147,4.76141683234,3.90644355858,0.0630087703466,73.405,0.173333345317,0.07042,0.0246543952305,0.0
29,490263438,Ntsr1-Cre_GN220,excitatory,True,12.6728764575,125.000193715,-75.3490219116,209.999984741,-34.875,43.8437538147,-51.0312538147,-51.3125038147,2.79220077201,3.04831670038,0.141033068299,76.2683333333,0.211742415433,0.031835,0.0540873886153,0.275009673
